ekran	durum	tur	oran	zemin	on	yol	metin
ana-kucult	edilgen	yazi	3.91	#101114	#71717A	RadioButton#RbAdvModeCrf > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbAdvModeCrf	CRF
ana-kucult	edilgen	yazi	3.91	#101114	#71717A	RadioButton#RbAdvPathAuto > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbAdvPathAuto	Automatic
ana-kucult	edilgen	yazi	3.91	#101114	#71717A	RadioButton#RbAdvPathSoftware > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbAdvPathSoftware	Software
ana-kucult	edilgen	yazi	3.91	#101114	#71717A	RadioButton#RbFltDeintAuto > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFltDeintAuto	Automatic
ana-kucult	edilgen	yazi	3.91	#101114	#71717A	RadioButton#RbFltDeintOff > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFltDeintOff	Off
ana-kucult	edilgen	yazi	3.91	#101114	#71717A	RadioButton#RbFltDenoiseOff > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFltDenoiseOff	Off
ana-kucult	edilgen	yazi	3.91	#101114	#71717A	RadioButton#RbFltDenoiseNlm > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFltDenoiseNlm	NLMeans
ana-kucult	edilgen	yazi	3.91	#101114	#71717A	RadioButton#RbFltStrLight > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFltStrLight	Light
ana-kucult	edilgen	yazi	3.91	#101114	#71717A	RadioButton#RbFltStrMedium > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFltStrMedium	Medium
ana-kucult	edilgen	yazi	3.91	#101114	#71717A	RadioButton#RbFltColorKeep > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFltColorKeep	Keep
ana-kucult	edilgen	yazi	3.91	#101114	#71717A	RadioButton#RbFltColor709 > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFltColor709	BT.709
ana-kucult	edilgen	yazi	3.91	#101114	#71717A	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnReveal	Show in Folder
ana-donustur	pointerover	yazi	3.91	#15171A	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnConvertReveal	Show in Folder
ana-kaydedici	pointerover	yazi	3.91	#15171A	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnRecShare	Share the File
ana-kaydedici	pointerover	yazi	3.91	#15171A	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnRecShareCancel	Cancel the Upload
ana-kaydedici	edilgen	yazi	3.91	#101114	#71717A	RadioButton#RadAuto > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RadAuto	Let the program pick the settings
ana-kaydedici	edilgen	simge	3.91	#101114	#71717A	CheckBox#ChkCursor > Grid > Panel > Path#CheckMark @CheckBox#ChkCursor	CheckMark
ana-kaydedici	edilgen	yazi	3.91	#101114	#71717A	CheckBox#ChkClickSound > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkClickSound	Click Sound
ana-kaydedici	edilgen	yazi	3.91	#101114	#71717A	CheckBox#ChkLivePreview > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkLivePreview	Live Preview
ana-kaydedici	edilgen	yazi	3.91	#101114	#71717A	CheckBox#ChkNoiseGate > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkNoiseGate	Noise Gate
ana-gelismis	edilgen	yazi	3.91	#101114	#71717A	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnHideAdvanced	Close
ana-gelismis	edilgen	yazi	3.91	#101114	#71717A	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @ScrollViewer#PageAdvanced	Copy Prompt
ana-ayarlar	edilgen	yazi	3.91	#101114	#71717A	RadioButton#RbOutputBesideSource > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbOutputBesideSource	Next to the Source File
ana-ayarlar	edilgen	yazi	3.91	#101114	#71717A	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnOpenSubtitlesSignOut	Sign Out
ana-ayarlar	edilgen	simge	3.91	#101114	#71717A	CheckBox#ChkShellMenuShrink > Grid > Panel > Path#CheckMark @CheckBox#ChkShellMenuShrink	CheckMark
ana-ayarlar	edilgen	yazi	3.91	#101114	#71717A	RadioButton > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @ScrollViewer#PageSettings	storage.to
ana-ayarlar	edilgen	yazi	3.91	#101114	#71717A	CheckBox#ChkAutoUpdate > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkAutoUpdate	Update Automatically
ana-ayarlar	edilgen	simge	3.91	#101114	#71717A	Panel > ContentPresenter#PART_ContentPresenter > Grid > Path#Glyph @Button#BtnToggle	Glyph
ana-ayarlar	edilgen	yazi	3.91	#101114	#71717A	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @PlayerAdvancedPanel#PlayerAdvancedPanel	-
ana-ayarlar	edilgen	yazi	3.91	#101114	#71717A	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnReset	Reset Everything
ana-ayarlar	edilgen	yazi	3.91	#101114	#71717A	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnOpenLog	Open the Log
ana-ayarlar	edilgen	simge	3.91	#101114	#71717A	Panel > ContentPresenter#PART_ContentPresenter > Grid > Path#AboutGlyph @Button#BtnAboutToggle	AboutGlyph
ana-ayarlar	edilgen	yazi	3.91	#101114	#71717A	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnResetSettings	Reset All Settings
ana-ayarlar	edilgen	yazi	3.91	#101114	#71717A	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnConfirmResetSettings	Reset Settings
ana-ayarlar	edilgen	yazi	3.91	#101114	#71717A	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnCancelResetSettings	Cancel
kucultme-isi	dinlenik	yazi	3.91	#111114	#71717A	Border#JobShell > StackPanel > Grid#RowFacts > TextBlock	Aşama
kucultme-isi	dinlenik	yazi	3.91	#111114	#71717A	StackPanel > StackPanel#QueueControls > StackPanel > TextBlock	Bitince
kucultme-isi	dinlenik	yazi	3.91	#111114	#71717A	ContentPresenter#PART_ContentPresenter > Border#JobShell > StackPanel > TextBlock#TxtTarget	Örnek 0.9
kucultme-isi	dinlenik	yazi	3.91	#111114	#71717A	Border#JobShell > StackPanel > StackPanel#OvershootPanel > TextBlock#TxtOvershootMeaning	Örnek 0.9
kucultme-isi	dinlenik	yazi	3.91	#111114	#71717A	Border#JobShell > StackPanel > StackPanel#PendingPanel > TextBlock#TxtPending	Örnek 0.9
kucultme-isi	dinlenik	yazi	3.91	#111114	#71717A	ContentPresenter#PART_ContentPresenter > Border#JobShell > StackPanel > TextBlock#TxtShareStatus	Örnek 0.9
ana-kaydedici	pointerover	yazi	3.92	#15161A	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnTrimIdle	Trim Idle Parts
ana-kucult	pointerover	simge	3.94	#141619	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#GlyphRestart @Button#Restart	GlyphRestart
ana-kaydedici	pointerover	yazi	3.94	#121618	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnReplay	Start Buffer
ana-kaydedici	pointerover	yazi	3.95	#121618	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnPause	Pause
ana-kaydedici	pointerover	yazi	3.95	#141619	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnToMp4	Save as MP4
ana-ayarlar	pointerover	yazi	3.95	#141619	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnResetOutputName	Default
ana-kucult	pointerover	simge	3.96	#131618	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#GlyphPlayPause @Button#PlayPause	GlyphPlayPause
ana-kaydedici	pointerover	yazi	3.97	#141518	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnBrowse	Browse…
ana-kucult	pointerover	yazi	3.98	#141518	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnShareCopy	Copy
ana-donustur	pointerover	yazi	3.98	#141418	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @ScrollViewer#PageConvert	Browse Source
ana-kaydedici	pointerover	yazi	3.98	#121518	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnCountdownCancel	Cancel
ana-kaydedici	pointerover	yazi	3.98	#141518	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnWindowRefresh	Refresh
ana-kaydedici	pointerover	yazi	3.98	#141518	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnAudioRefresh	Refresh the List
ana-gelismis	pointerover	simge	3.98	#141518	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#GlyphPerformance @Button#BtnPerformanceExpand	GlyphPerformance
ana-kucult	pointerover	yazi	4.00	#141418	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnShare	Share the File
ana-kaydedici	pointerover	yazi	4.00	#121517	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnReplaySave	Save Last 30 s
ana-kaydedici	pointerover	yazi	4.00	#121517	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnResume	Resume
ana-kucult	pointerover	yazi	4.01	#131417	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnBrowseEmpty	Browse
ana-kucult	pointerover	yazi	4.01	#121417	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#Chip100	100
ana-kaydedici	pointerover	yazi	4.01	#121417	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnSnapshot	Snapshot
ana-ayarlar	pointerover	yazi	4.01	#121417	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnBrowseFfmpegPath	Browse…
ana-kucult	pointerover	yazi	4.03	#121316	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#Chip25	25
ana-kucult	pointerover	simge	4.03	#131317	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#GlyphPlanReasons @Button#BtnPlanReasons	GlyphPlanReasons
ana-kucult	pointerover	yazi	4.04	#111316	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#ChipWhatsApp	16
ana-kaydedici	pointerover	yazi	4.04	#121316	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnRecShareCopy	Copy
ana-kaydedici	pointerover	yazi	4.04	#131316	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnAutoMeasure	Measure Again
ana-gelismis	pointerover	yazi	4.04	#121316	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @ScrollViewer#PageAdvanced	Apply Pasted JSON
ana-ayarlar	pointerover	yazi	4.04	#121316	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnBrowseOutputFolder	Browse…
ana-kucult	pointerover	yazi	4.05	#121316	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#ChipHalf	Half
ana-kucult	pointerover	yazi	4.05	#121316	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#Chip8	8
ana-kucult	pointerover	yazi	4.05	#121316	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#ChipAddPreset	+
ana-kaydedici	pointerover	yazi	4.05	#111316	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnToPlayer	Open in Player
ana-gelismis	pointerover	simge	4.05	#121216	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#GlyphAiDetails @Button#BtnAiDetails	GlyphAiDetails
ana-gelismis	pointerover	yazi	4.05	#121316	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnRevert	Back to automatic
ana-gelismis	pointerover	yazi	4.05	#121216	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnPerformanceRun	Run the Check
ana-oynatici	dinlenik	yazi	4.06	#121216	#B026FF	StackPanel > Grid > WrapPanel#UpdateNoticeText > TextBlock#TxtNoticeVersion @TabControl#Tabs	Örnek 0.9
ana-oynatici	pointerover	yazi	4.06	#121216	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnAppliedDismiss	×
ana-oynatici	pointerover	yazi	4.06	#121216	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeDismiss	×
ana-kucult	dinlenik	yazi	4.06	#121216	#B026FF	StackPanel > Grid > WrapPanel#UpdateNoticeText > TextBlock#TxtNoticeVersion @TabControl#Tabs	Örnek 0.9
ana-kucult	pointerover	yazi	4.06	#121216	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnAppliedDismiss	×
ana-kucult	pointerover	yazi	4.06	#121216	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeDismiss	×
ana-donustur	dinlenik	yazi	4.06	#121216	#B026FF	StackPanel > Grid > WrapPanel#UpdateNoticeText > TextBlock#TxtNoticeVersion @TabControl#Tabs	Örnek 0.9
ana-donustur	pointerover	yazi	4.06	#121216	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnAppliedDismiss	×
ana-donustur	pointerover	yazi	4.06	#121216	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeDismiss	×
ana-kaydedici	dinlenik	yazi	4.06	#121216	#B026FF	StackPanel > Grid > WrapPanel#UpdateNoticeText > TextBlock#TxtNoticeVersion @TabControl#Tabs	Örnek 0.9
ana-kaydedici	pointerover	yazi	4.06	#121216	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnReveal	Show in Folder
ana-kaydedici	pointerover	yazi	4.06	#121216	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnAppliedDismiss	×
ana-kaydedici	pointerover	yazi	4.06	#121216	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeDismiss	×
ana-gelismis	dinlenik	yazi	4.06	#121216	#B026FF	StackPanel > Grid > WrapPanel#UpdateNoticeText > TextBlock#TxtNoticeVersion @TabControl#Tabs	Örnek 0.9
ana-gelismis	pointerover	yazi	4.06	#121216	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnAppliedDismiss	×
ana-gelismis	pointerover	yazi	4.06	#121216	#B026FF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeDismiss	×
ana-ayarlar	dinlenik	yazi	4.06	#121216	#B026FF	StackPanel > Grid > WrapPanel#UpdateNoticeText > TextBlock#TxtNoticeVersion @TabControl#Tabs	Örnek 0.9
