ekran	durum	tur	oran	zemin	on	yol	metin
ana-kucult	pointerover	yazi	18.63	#121316	#FFFFFF	RadioButton#RbHdrSdr > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbHdrSdr	Convert to SDR
ana-kucult	pressed	yazi	18.63	#121316	#FFFFFF	RadioButton#RbHdrSdr > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbHdrSdr	Convert to SDR
ana-kucult	focus-visible	yazi	18.63	#121316	#FFFFFF	RadioButton#RbHdrSdr > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbHdrSdr	Convert to SDR
ana-kucult	checked	yazi	18.63	#121316	#FFFFFF	RadioButton#RbHdrSdr > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbHdrSdr	Convert to SDR
ana-kucult	pointerover	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkAdvKeepTracks > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkAdvKeepTracks	Keep All Tracks (MKV)
ana-kucult	pressed	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkAdvKeepTracks > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkAdvKeepTracks	Keep All Tracks (MKV)
ana-kucult	focus-visible	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkAdvKeepTracks > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkAdvKeepTracks	Keep All Tracks (MKV)
ana-kucult	checked	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkAdvKeepTracks > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkAdvKeepTracks	Keep All Tracks (MKV)
ana-kucult	pointerover	yazi	18.63	#121316	#FFFFFF	Panel > ContentPresenter#PART_ContentPresenter > Grid > TextBlock#TxtFrameSummary @Button#BtnFrameToggle	May Lower Resolution · May Lower Frame R…
ana-kucult	focus-visible	yazi	18.63	#121316	#FFFFFF	Panel > ContentPresenter#PART_ContentPresenter > Grid > TextBlock#TxtFrameSummary @Button#BtnFrameToggle	May Lower Resolution · May Lower Frame R…
ana-kucult	edilgen	yazi	18.63	#121316	#FFFFFF	Panel > ContentPresenter#PART_ContentPresenter > Grid > TextBlock#TxtFrameSummary @Button#BtnFrameToggle	May Lower Resolution · May Lower Frame R…
ana-kucult	pointerover	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkFps > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFps	May Lower Frame Rate
ana-kucult	pressed	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkFps > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFps	May Lower Frame Rate
ana-kucult	focus-visible	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkFps > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFps	May Lower Frame Rate
ana-kucult	checked	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkFps > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFps	May Lower Frame Rate
ana-kucult	pointerover	yazi	18.63	#121316	#FFFFFF	RadioButton#RbAdvModeTwoPass > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbAdvModeTwoPass	Two-pass
ana-kucult	pressed	yazi	18.63	#121316	#FFFFFF	RadioButton#RbAdvModeTwoPass > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbAdvModeTwoPass	Two-pass
ana-kucult	focus-visible	yazi	18.63	#121316	#FFFFFF	RadioButton#RbAdvModeTwoPass > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbAdvModeTwoPass	Two-pass
ana-kucult	checked	yazi	18.63	#121316	#FFFFFF	RadioButton#RbAdvModeTwoPass > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbAdvModeTwoPass	Two-pass
ana-kucult	pointerover	yazi	18.63	#121316	#FFFFFF	RadioButton#RbAdvPathHardware > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbAdvPathHardware	Hardware
ana-kucult	pressed	yazi	18.63	#121316	#FFFFFF	RadioButton#RbAdvPathHardware > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbAdvPathHardware	Hardware
ana-kucult	focus-visible	yazi	18.63	#121316	#FFFFFF	RadioButton#RbAdvPathHardware > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbAdvPathHardware	Hardware
ana-kucult	checked	yazi	18.63	#121316	#FFFFFF	RadioButton#RbAdvPathHardware > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbAdvPathHardware	Hardware
ana-kucult	pointerover	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkFltDetelecine > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFltDetelecine	Detelecine
ana-kucult	pressed	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkFltDetelecine > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFltDetelecine	Detelecine
ana-kucult	focus-visible	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkFltDetelecine > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFltDetelecine	Detelecine
ana-kucult	checked	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkFltDetelecine > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFltDetelecine	Detelecine
ana-kucult	pointerover	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkFltDeblock > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFltDeblock	Deblock
ana-kucult	pressed	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkFltDeblock > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFltDeblock	Deblock
ana-kucult	focus-visible	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkFltDeblock > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFltDeblock	Deblock
ana-kucult	checked	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkFltDeblock > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFltDeblock	Deblock
ana-kucult	pointerover	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkFltDeband > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFltDeband	Deband
ana-kucult	pressed	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkFltDeband > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFltDeband	Deband
ana-kucult	focus-visible	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkFltDeband > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFltDeband	Deband
ana-kucult	checked	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkFltDeband > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFltDeband	Deband
ana-kucult	pointerover	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkFltGray > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFltGray	Grayscale
ana-kucult	pressed	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkFltGray > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFltGray	Grayscale
ana-kucult	focus-visible	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkFltGray > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFltGray	Grayscale
ana-kucult	checked	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkFltGray > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFltGray	Grayscale
ana-kucult	pointerover	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkFltAutoCrop > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFltAutoCrop	Crop Black Bars
ana-kucult	pressed	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkFltAutoCrop > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFltAutoCrop	Crop Black Bars
ana-kucult	focus-visible	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkFltAutoCrop > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFltAutoCrop	Crop Black Bars
ana-kucult	checked	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkFltAutoCrop > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkFltAutoCrop	Crop Black Bars
ana-kaydedici	dinlenik	yazi	18.63	#121316	#FFFFFF	StackPanel > Border > StackPanel > TextBlock @ScrollViewer#PageRecorder	Choosing both records two inputs and mix…
ana-kaydedici	dinlenik	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkMagnifier > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkMagnifier	Cursor Magnifier
ana-kaydedici	pointerover	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkMagnifier > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkMagnifier	Cursor Magnifier
ana-kaydedici	pressed	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkMagnifier > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkMagnifier	Cursor Magnifier
ana-kaydedici	focus-visible	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkMagnifier > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkMagnifier	Cursor Magnifier
ana-kaydedici	checked	yazi	18.63	#121316	#FFFFFF	CheckBox#ChkMagnifier > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkMagnifier	Cursor Magnifier
ana-ayarlar	dinlenik	yazi	18.63	#121316	#FFFFFF	RadioButton#RbFfmpegAuto > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFfmpegAuto	Automatic
ana-ayarlar	dinlenik	yazi	18.63	#121316	#FFFFFF	Border#GeneralSettingsPanel > StackPanel > StackPanel > TextBlock @ScrollViewer#PageSettings	Subtitle download in the player uses you…
ana-ayarlar	dinlenik	yazi	18.63	#121316	#FFFFFF	Border#GeneralSettingsPanel > StackPanel > StackPanel > TextBlock#LblOutputNamePreview @ScrollViewer#PageSettings	The name cannot be empty.
ana-kucult	dinlenik	yazi	18.64	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#ChipWhatsApp	16
ana-kucult	dinlenik	yazi	18.64	#121316	#FFFFFF	Panel > ContentPresenter#PART_ContentPresenter > Grid > TextBlock#TxtAdvancedSummary @Button#BtnAdvancedToggle	All Automatic
ana-kucult	dinlenik	yazi	18.64	#121216	#FFFFFF	StackPanel > SutunIzgara#InfoGrid > StackPanel > TextBlock#TxtDuration @ScrollViewer#PageShrink	Örnek 0.9
ana-kucult	dinlenik	yazi	18.64	#111316	#FFFFFF	StackPanel > SutunIzgara#InfoGrid > StackPanel > TextBlock#TxtBitrate @ScrollViewer#PageShrink	Örnek 0.9
ana-kucult	dinlenik	yazi	18.64	#121316	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#ChipAddPreset	+
ana-kucult	focus-visible	yazi	18.64	#121316	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#ChipAddPreset	+
ana-kaydedici	dinlenik	yazi	18.64	#111316	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnToPlayer	Open in Player
ana-kaydedici	focus-visible	yazi	18.64	#111316	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnToPlayer	Open in Player
ana-gelismis	dinlenik	simge	18.64	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#GlyphAiDetails @Button#BtnAiDetails	GlyphAiDetails
ana-gelismis	dinlenik	yazi	18.64	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnPerformanceRun	Run the Check
ana-gelismis	focus-visible	simge	18.64	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > Path#GlyphAiDetails @Button#BtnAiDetails	GlyphAiDetails
ana-gelismis	focus-visible	yazi	18.64	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnPerformanceRun	Run the Check
ana-kaydedici	dinlenik	yazi	18.65	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnReveal	Show in Folder
ana-kaydedici	focus-visible	yazi	18.65	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnReveal	Show in Folder
ana-ayarlar	dinlenik	yazi	18.65	#111316	#FFFFFF	CheckBox#ChkAdvancedDefaultOpen > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkAdvancedDefaultOpen	Show Advanced Options Expanded by Defaul…
ana-kucult	dinlenik	simge	18.66	#121216	#FFFFFF	Panel > ContentPresenter#PART_ContentPresenter > Grid > Path#GlyphFrame @Button#BtnFrameToggle	GlyphFrame
ana-kucult	dinlenik	yazi	18.66	#121216	#FFFFFF	Panel > ContentPresenter#PART_ContentPresenter > Grid > TextBlock#TxtFrameSummary @Button#BtnFrameToggle	May Lower Resolution · May Lower Frame R…
ana-gelismis	dinlenik	yazi	18.66	#121216	#FFFFFF	Border#PerformancePanel > StackPanel > StackPanel#PerformanceDetails > TextBlock#TxtPerformanceStatus @ScrollViewer#PageAdvanced	Örnek 0.9
ana-ayarlar	dinlenik	yazi	18.66	#121216	#FFFFFF	RadioButton#RbFfmpegAuto > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFfmpegAuto	Automatic
ana-ayarlar	pointerover	yazi	18.66	#121216	#FFFFFF	RadioButton#RbFfmpegAuto > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFfmpegAuto	Automatic
ana-ayarlar	pressed	yazi	18.66	#121216	#FFFFFF	RadioButton#RbFfmpegAuto > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFfmpegAuto	Automatic
ana-ayarlar	focus-visible	yazi	18.66	#121216	#FFFFFF	RadioButton#RbFfmpegAuto > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFfmpegAuto	Automatic
ana-ayarlar	checked	yazi	18.66	#121216	#FFFFFF	RadioButton#RbFfmpegAuto > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFfmpegAuto	Automatic
ana-kucult	dinlenik	yazi	18.67	#111216	#FFFFFF	StackPanel > SutunIzgara#InfoGrid > StackPanel > TextBlock#TxtResolution @ScrollViewer#PageShrink	Örnek 0.9
ana-kucult	dinlenik	yazi	18.67	#111216	#FFFFFF	Panel > ContentPresenter#PART_ContentPresenter > Grid > TextBlock#TxtQualitySummary @Button#BtnQualityToggle	Automatic · Fill Target
ana-kucult	dinlenik	yazi	18.67	#111216	#FFFFFF	CheckBox#ChkAudioLoudnorm > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkAudioLoudnorm	Normalize Loudness (EBU R128)
ana-kucult	dinlenik	yazi	18.67	#111216	#FFFFFF	RadioButton#RbFixed720 > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFixed720	720p
ana-kucult	dinlenik	yazi	18.67	#111216	#FFFFFF	StackPanel > WrapPanel#FilterPanel > StackPanel > TextBlock @ScrollViewer#PageShrink	Denoise
ana-kucult	dinlenik	yazi	18.67	#111216	#FFFFFF	RadioButton#RbFltDenoiseHq > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFltDenoiseHq	hqdn3d
ana-kucult	pointerover	yazi	18.67	#111216	#FFFFFF	Panel > ContentPresenter#PART_ContentPresenter > Grid > TextBlock#TxtQualitySummary @Button#BtnQualityToggle	Automatic · Fill Target
ana-kucult	focus-visible	yazi	18.67	#111216	#FFFFFF	Panel > ContentPresenter#PART_ContentPresenter > Grid > TextBlock#TxtQualitySummary @Button#BtnQualityToggle	Automatic · Fill Target
ana-kucult	edilgen	yazi	18.67	#111216	#FFFFFF	Panel > ContentPresenter#PART_ContentPresenter > Grid > TextBlock#TxtQualitySummary @Button#BtnQualityToggle	Automatic · Fill Target
ana-kucult	pointerover	yazi	18.67	#111216	#FFFFFF	CheckBox#ChkAudioLoudnorm > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkAudioLoudnorm	Normalize Loudness (EBU R128)
ana-kucult	pressed	yazi	18.67	#111216	#FFFFFF	CheckBox#ChkAudioLoudnorm > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkAudioLoudnorm	Normalize Loudness (EBU R128)
ana-kucult	focus-visible	yazi	18.67	#111216	#FFFFFF	CheckBox#ChkAudioLoudnorm > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkAudioLoudnorm	Normalize Loudness (EBU R128)
ana-kucult	checked	yazi	18.67	#111216	#FFFFFF	CheckBox#ChkAudioLoudnorm > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @CheckBox#ChkAudioLoudnorm	Normalize Loudness (EBU R128)
ana-kucult	pointerover	yazi	18.67	#111216	#FFFFFF	RadioButton#RbFixed720 > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFixed720	720p
ana-kucult	pressed	yazi	18.67	#111216	#FFFFFF	RadioButton#RbFixed720 > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFixed720	720p
ana-kucult	focus-visible	yazi	18.67	#111216	#FFFFFF	RadioButton#RbFixed720 > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFixed720	720p
ana-kucult	checked	yazi	18.67	#111216	#FFFFFF	RadioButton#RbFixed720 > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFixed720	720p
ana-kucult	pointerover	yazi	18.67	#111216	#FFFFFF	RadioButton#RbFltDenoiseHq > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFltDenoiseHq	hqdn3d
ana-kucult	pressed	yazi	18.67	#111216	#FFFFFF	RadioButton#RbFltDenoiseHq > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFltDenoiseHq	hqdn3d
ana-kucult	focus-visible	yazi	18.67	#111216	#FFFFFF	RadioButton#RbFltDenoiseHq > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFltDenoiseHq	hqdn3d
ana-kucult	checked	yazi	18.67	#111216	#FFFFFF	RadioButton#RbFltDenoiseHq > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbFltDenoiseHq	hqdn3d
ana-kucult	dinlenik	yazi	18.68	#121216	#FFFFFF	StackPanel > StackPanel > StackPanel > TextBlock#TxtTargetCrfLockedNotice @ScrollViewer#PageShrink	CRF is fixed from the advanced settings;…
ana-ayarlar	dinlenik	yazi	18.68	#111216	#FFFFFF	RadioButton#RbOutputFixed > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbOutputFixed	Fixed Folder
ana-ayarlar	dinlenik	yazi	18.68	#111216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnOpenSubtitlesKey	Get a Key
ana-ayarlar	dinlenik	yazi	18.68	#111216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnOpenSubtitlesSignIn	Sign in
ana-ayarlar	pointerover	yazi	18.68	#111216	#FFFFFF	RadioButton#RbOutputFixed > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbOutputFixed	Fixed Folder
ana-ayarlar	pressed	yazi	18.68	#111216	#FFFFFF	RadioButton#RbOutputFixed > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbOutputFixed	Fixed Folder
ana-ayarlar	focus-visible	yazi	18.68	#111216	#FFFFFF	RadioButton#RbOutputFixed > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbOutputFixed	Fixed Folder
ana-ayarlar	checked	yazi	18.68	#111216	#FFFFFF	RadioButton#RbOutputFixed > Grid > ContentPresenter#PART_ContentPresenter > TextBlock @RadioButton#RbOutputFixed	Fixed Folder
ana-ayarlar	focus-visible	yazi	18.68	#111216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnOpenSubtitlesKey	Get a Key
ana-ayarlar	focus-visible	yazi	18.68	#111216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnOpenSubtitlesSignIn	Sign in
ana-oynatici	dinlenik	yazi	18.69	#121216	#FFFFFF	Border#AppliedNotice > Grid > WrapPanel#AppliedNoticeText > TextBlock#TxtAppliedLead @TabControl#Tabs	Updated to a new version
ana-oynatici	dinlenik	yazi	18.69	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnAppliedDismiss	×
ana-oynatici	dinlenik	yazi	18.69	#121216	#FFFFFF	StackPanel > Grid > WrapPanel#UpdateNoticeText > TextBlock#TxtNoticeLead @TabControl#Tabs	A new version is available
ana-oynatici	dinlenik	yazi	18.69	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeDismiss	×
ana-oynatici	focus-visible	yazi	18.69	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnAppliedDismiss	×
ana-oynatici	focus-visible	yazi	18.69	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeDismiss	×
ana-kucult	dinlenik	yazi	18.69	#121216	#FFFFFF	Grid > ContentControl#SelectionBox > ContentPresenter#PART_ContentPresenter > TextBlock @ContentControl#SelectionBox	Automatic
ana-kucult	dinlenik	yazi	18.69	#121216	#FFFFFF	ContentPresenter#PART_ContentPresenter > Grid#Root > Border#Placeholder > TextBlock#PlaceholderText @ComparisonPanel#Preview	The panel moved to the front
ana-kucult	dinlenik	yazi	18.69	#121216	#FFFFFF	Border#AppliedNotice > Grid > WrapPanel#AppliedNoticeText > TextBlock#TxtAppliedLead @TabControl#Tabs	Updated to a new version
ana-kucult	dinlenik	yazi	18.69	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnAppliedDismiss	×
ana-kucult	dinlenik	yazi	18.69	#121216	#FFFFFF	StackPanel > Grid > WrapPanel#UpdateNoticeText > TextBlock#TxtNoticeLead @TabControl#Tabs	A new version is available
ana-kucult	dinlenik	yazi	18.69	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeDismiss	×
ana-kucult	pointerover	yazi	18.69	#121216	#FFFFFF	Grid > ContentControl#SelectionBox > ContentPresenter#PART_ContentPresenter > TextBlock @ContentControl#SelectionBox	Automatic
ana-kucult	pressed	yazi	18.69	#121216	#FFFFFF	Grid > ContentControl#SelectionBox > ContentPresenter#PART_ContentPresenter > TextBlock @ContentControl#SelectionBox	Automatic
ana-kucult	focus-visible	yazi	18.69	#121216	#FFFFFF	Grid > ContentControl#SelectionBox > ContentPresenter#PART_ContentPresenter > TextBlock @ContentControl#SelectionBox	Automatic
ana-kucult	focus-visible	yazi	18.69	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnAppliedDismiss	×
ana-kucult	focus-visible	yazi	18.69	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeDismiss	×
ana-donustur	dinlenik	yazi	18.69	#121216	#FFFFFF	Grid > ContentControl#SelectionBox > ContentPresenter#PART_ContentPresenter > TextBlock @ContentControl#SelectionBox	MP4
ana-donustur	dinlenik	yazi	18.69	#121216	#FFFFFF	ScrollViewer#PART_ScrollViewer > Grid > ScrollContentPresenter#PART_ContentPresenter > TextPresenter#PART_TextPresenter @ScrollViewer#PART_ScrollViewer	1280x720
ana-donustur	dinlenik	yazi	18.69	#121216	#FFFFFF	Border#AppliedNotice > Grid > WrapPanel#AppliedNoticeText > TextBlock#TxtAppliedLead @TabControl#Tabs	Updated to a new version
ana-donustur	dinlenik	yazi	18.69	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnAppliedDismiss	×
ana-donustur	dinlenik	yazi	18.69	#121216	#FFFFFF	StackPanel > Grid > WrapPanel#UpdateNoticeText > TextBlock#TxtNoticeLead @TabControl#Tabs	A new version is available
ana-donustur	dinlenik	yazi	18.69	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeDismiss	×
ana-donustur	pointerover	yazi	18.69	#121216	#FFFFFF	Grid > ContentControl#SelectionBox > ContentPresenter#PART_ContentPresenter > TextBlock @ContentControl#SelectionBox	MP4
ana-donustur	pressed	yazi	18.69	#121216	#FFFFFF	Grid > ContentControl#SelectionBox > ContentPresenter#PART_ContentPresenter > TextBlock @ContentControl#SelectionBox	MP4
ana-donustur	focus-visible	yazi	18.69	#121216	#FFFFFF	Grid > ContentControl#SelectionBox > ContentPresenter#PART_ContentPresenter > TextBlock @ContentControl#SelectionBox	MP4
ana-donustur	pointerover	yazi	18.69	#121216	#FFFFFF	ScrollViewer#PART_ScrollViewer > Grid > ScrollContentPresenter#PART_ContentPresenter > TextPresenter#PART_TextPresenter @ScrollViewer#PART_ScrollViewer	1280x720
ana-donustur	pressed	yazi	18.69	#121216	#FFFFFF	ScrollViewer#PART_ScrollViewer > Grid > ScrollContentPresenter#PART_ContentPresenter > TextPresenter#PART_TextPresenter @ScrollViewer#PART_ScrollViewer	1280x720
ana-donustur	focus-visible	yazi	18.69	#121216	#FFFFFF	ScrollViewer#PART_ScrollViewer > Grid > ScrollContentPresenter#PART_ContentPresenter > TextPresenter#PART_TextPresenter @ScrollViewer#PART_ScrollViewer	1280x720
ana-donustur	focus-visible	yazi	18.69	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnAppliedDismiss	×
ana-donustur	focus-visible	yazi	18.69	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnNoticeDismiss	×
ana-kaydedici	dinlenik	yazi	18.69	#121216	#FFFFFF	Grid > ContentControl#SelectionBox > ContentPresenter#PART_ContentPresenter > TextBlock @ContentControl#SelectionBox	Whole Screen
ana-kaydedici	dinlenik	yazi	18.69	#121216	#FFFFFF	ScrollViewer#PART_ScrollViewer > Grid > ScrollContentPresenter#PART_ContentPresenter > TextPresenter#PART_TextPresenter @ScrollViewer#PART_ScrollViewer	0
ana-kaydedici	dinlenik	yazi	18.69	#121216	#FFFFFF	Border#AppliedNotice > Grid > WrapPanel#AppliedNoticeText > TextBlock#TxtAppliedLead @TabControl#Tabs	Updated to a new version
ana-kaydedici	dinlenik	yazi	18.69	#121216	#FFFFFF	Border#Root > Panel > ContentPresenter#PART_ContentPresenter > TextBlock @Button#BtnAppliedDismiss	×
ana-kaydedici	dinlenik	yazi	18.69	#121216	#FFFFFF	StackPanel > Grid > WrapPanel#UpdateNoticeText > TextBlock#TxtNoticeLead @TabControl#Tabs	A new version is available
